Specified	Tree	Fitness	
[2, 3, 5, 6, 7, 12, 13, 15, 19]	sub(add(ARG2, sub(add(add(add(ARG6, ARG2), sub(add(add(sub(sub(ARG5, ARG13), ARG19), ARG7), sub(sub(ARG5, ARG13), ARG19)), ARG19)), add(ARG6, sub(ARG2, add(5, mul(5, sub(protectedDiv(ARG6, ARG15), neg(ARG12))))))), ARG19)), add(ARG19, ARG3))	0.00030998507105783874	
[0, 2, 5, 6, 10, 12, 13, 15, 19]	add(add(add(ARG19, sub(sub(ARG5, ARG13), ARG19)), sub(add(add(add(ARG6, ARG2), mul(sin(ARG13), protectedDiv(ARG10, ARG0))), add(ARG6, sub(ARG2, add(5, mul(5, sub(protectedDiv(ARG6, ARG15), neg(ARG12))))))), ARG19)), add(add(add(add(protectedDiv(ARG6, ARG15), sin(mul(ARG15, 5))), sub(sub(ARG5, ARG13), ARG19)), sin(mul(ARG15, 5))), sub(sub(ARG2, ARG13), ARG19)))	0.00030992455874190213	
[2, 5, 6, 7, 12, 13, 15, 19]	add(add(add(ARG7, sub(ARG2, ARG19)), sub(add(add(add(ARG6, ARG2), sub(ARG6, ARG19)), add(ARG6, sub(ARG2, add(5, mul(5, sub(protectedDiv(ARG6, ARG15), neg(ARG12))))))), ARG19)), add(add(add(add(sin(ARG7), sin(mul(ARG15, 5))), sub(sub(ARG5, ARG13), ARG19)), sin(mul(ARG15, ARG13))), sub(sub(ARG2, ARG6), ARG19)))	0.00030964619309587556	
[2, 3, 5, 6, 7, 12, 13, 15, 19]	sub(add(sub(ARG5, ARG13), sub(add(add(add(ARG6, ARG2), sub(add(add(sin(ARG7), sin(mul(5, 5))), sub(sub(ARG5, ARG13), ARG19)), ARG19)), add(ARG6, sub(add(add(ARG6, ARG2), sub(add(add(sin(ARG7), sin(mul(ARG15, 5))), sub(sub(ARG5, ARG13), ARG19)), ARG19)), add(5, mul(5, sub(protectedDiv(ARG6, ARG15), neg(ARG12))))))), ARG19)), add(5, ARG3))	0.0003098247031113285	
[2, 3, 5, 6, 7, 12, 13, 15, 19]	sub(add(ARG2, sub(add(add(add(ARG6, ARG2), sub(add(add(sub(sub(ARG5, ARG13), ARG19), ARG7), sub(sub(ARG5, ARG13), ARG19)), ARG19)), add(ARG6, sub(ARG2, add(5, mul(5, sub(protectedDiv(ARG6, ARG15), neg(ARG12))))))), ARG19)), add(ARG19, ARG3))	0.00030998507105783874	
[2, 5, 6, 8, 10, 12, 13, 15, 19]	add(add(add(ARG6, sub(sub(ARG5, ARG13), ARG19)), sub(add(add(add(ARG6, ARG2), sub(ARG6, ARG19)), add(ARG6, sub(ARG2, add(add(cos(ARG8), add(ARG13, ARG10)), mul(5, sub(protectedDiv(ARG6, ARG15), neg(ARG12))))))), ARG19)), add(add(protectedDiv(ARG6, sin(5)), sin(mul(ARG6, 5))), sub(sub(ARG2, ARG13), ARG19)))	0.00030997744862756117	
[19, 3, 2, 10]	sub(add(ARG2, ARG10), add(ARG19, ARG3))	0.00030684900759033867	
[2, 5, 6, 7, 8, 12, 13, 15, 19]	add(add(add(ARG6, sub(sub(ARG5, ARG13), ARG19)), sub(add(add(sin(add(5, ARG5)), sub(ARG6, ARG19)), add(ARG6, sub(ARG2, add(add(cos(ARG8), add(ARG13, sub(add(add(add(ARG6, ARG2), sub(add(add(sub(sub(ARG5, ARG13), ARG19), ARG7), sub(sub(ARG5, ARG13), ARG19)), ARG19)), add(ARG6, sub(ARG2, add(5, mul(5, sub(protectedDiv(ARG6, ARG15), neg(ARG12))))))), ARG19))), mul(5, sub(protectedDiv(ARG6, ARG15), neg(ARG12))))))), ARG19)), add(add(add(add(sin(ARG7), sin(mul(sub(ARG5, ARG13), 5))), sub(sub(ARG5, ARG13), ARG19)), sin(mul(ARG6, 5))), sub(sub(ARG2, ARG13), ARG19)))	0.0003071314944794149	
[2, 5, 6, 7, 12, 13, 15, 19]	add(add(add(ARG6, sub(sub(ARG5, ARG13), ARG19)), sub(add(add(add(ARG6, ARG2), ARG12), add(ARG6, sub(ARG2, add(5, mul(5, sub(protectedDiv(ARG6, ARG15), neg(ARG12))))))), ARG19)), add(add(add(add(sin(ARG7), sin(mul(ARG15, 5))), sub(sub(ARG5, ARG13), ARG19)), sin(mul(ARG15, ARG13))), sub(sub(ARG2, ARG13), ARG19)))	0.0003099585426196368	
[2, 5, 6, 7, 12, 13, 15, 19]	add(add(add(ARG6, sub(sub(ARG5, ARG13), ARG19)), sub(add(add(add(ARG6, ARG2), ARG12), add(ARG6, sub(ARG2, add(5, mul(5, sub(protectedDiv(ARG6, ARG15), neg(ARG12))))))), ARG19)), add(add(add(add(sin(ARG7), sin(mul(ARG15, 5))), sub(sub(ARG5, ARG13), ARG19)), sin(mul(ARG15, ARG13))), sub(sub(ARG2, ARG13), ARG19)))	0.0003099585426196368	
